instance,correct_rate,no_answer_count,total_questions,correct_count,error_count,correct_over_total,Atmospheric Dynamics,Atmospheric Physics,Geophysics,Hydrology,Physical Oceanography
1,52.24,3,67,35,3,35/67,43.24,57.14,85.71,60.0,50.0
10,43.28,3,67,29,3,29/67,40.54,57.14,28.57,20.0,75.0
11,52.24,3,67,35,3,35/67,48.65,64.29,28.57,60.0,75.0
12,52.24,3,67,35,3,35/67,48.65,78.57,42.86,40.0,25.0
13,50.75,3,67,34,3,34/67,37.84,71.43,42.86,100.0,50.0
14,46.27,3,67,31,3,31/67,32.43,57.14,71.43,100.0,25.0
15,47.76,3,67,32,3,32/67,27.03,85.71,85.71,40.0,50.0
16,52.24,3,67,35,3,35/67,45.95,64.29,57.14,60.0,50.0
17,58.21,3,67,39,3,39/67,59.46,50.0,57.14,40.0,100.0
18,47.76,3,67,32,3,32/67,45.95,64.29,42.86,40.0,25.0
19,50.75,2,67,34,2,34/67,40.54,78.57,28.57,60.0,75.0
2,53.73,3,67,36,3,36/67,51.35,57.14,57.14,40.0,75.0
20,52.24,2,67,35,2,35/67,54.05,57.14,57.14,20.0,50.0
21,49.25,2,67,33,2,33/67,51.35,50.0,42.86,40.0,50.0
22,53.73,2,67,36,2,36/67,51.35,64.29,14.29,80.0,75.0
23,55.22,2,67,37,2,37/67,48.65,71.43,57.14,80.0,25.0
24,49.25,2,67,33,2,33/67,35.14,64.29,57.14,100.0,50.0
25,37.31,2,67,25,2,25/67,29.73,71.43,14.29,60.0,0.0
26,55.22,2,67,37,2,37/67,43.24,78.57,42.86,80.0,75.0
27,46.27,2,67,31,2,31/67,37.84,71.43,57.14,40.0,25.0
28,55.22,2,67,37,2,37/67,51.35,71.43,42.86,40.0,75.0
29,35.82,2,67,24,2,24/67,29.73,42.86,42.86,60.0,25.0
3,47.76,3,67,32,3,32/67,43.24,71.43,28.57,40.0,50.0
30,56.72,2,67,38,2,38/67,45.95,71.43,71.43,60.0,75.0
31,43.28,2,67,29,2,29/67,40.54,42.86,57.14,40.0,50.0
32,50.75,2,67,34,2,34/67,45.95,57.14,57.14,60.0,50.0
33,53.73,2,67,36,2,36/67,54.05,57.14,71.43,40.0,25.0
34,46.27,2,67,31,2,31/67,32.43,64.29,71.43,60.0,50.0
35,41.79,2,67,28,2,28/67,29.73,50.0,71.43,60.0,50.0
36,56.72,2,67,38,2,38/67,54.05,78.57,28.57,60.0,50.0
37,50.75,2,67,34,2,34/67,48.65,57.14,42.86,40.0,75.0
38,47.76,2,67,32,2,32/67,48.65,50.0,28.57,60.0,50.0
39,47.76,2,67,32,2,32/67,35.14,57.14,71.43,60.0,75.0
4,55.22,3,67,37,3,37/67,45.95,71.43,57.14,80.0,50.0
40,40.3,2,67,27,2,27/67,32.43,50.0,57.14,80.0,0.0
41,37.31,3,67,25,3,25/67,35.14,35.71,42.86,40.0,50.0
42,47.76,3,67,32,3,32/67,29.73,64.29,85.71,80.0,50.0
43,52.24,3,67,35,3,35/67,48.65,64.29,42.86,40.0,75.0
44,49.25,3,67,33,3,33/67,43.24,50.0,57.14,80.0,50.0
45,49.25,3,67,33,3,33/67,43.24,50.0,57.14,80.0,50.0
46,44.78,3,67,30,3,30/67,37.84,64.29,42.86,60.0,25.0
47,56.72,3,67,38,3,38/67,48.65,78.57,28.57,80.0,75.0
48,43.28,3,67,29,3,29/67,40.54,42.86,57.14,40.0,50.0
49,55.22,3,67,37,3,37/67,51.35,64.29,42.86,100.0,25.0
5,59.7,3,67,40,3,40/67,59.46,50.0,85.71,60.0,50.0
50,46.27,3,67,31,3,31/67,37.84,50.0,57.14,60.0,75.0
6,53.73,3,67,36,3,36/67,37.84,85.71,71.43,60.0,50.0
7,65.67,3,67,44,3,44/67,67.57,57.14,71.43,80.0,50.0
8,53.73,3,67,36,3,36/67,45.95,71.43,71.43,60.0,25.0
9,52.24,3,67,35,3,35/67,37.84,64.29,71.43,80.0,75.0
