Question Template,Accuracy (%),Correct/Total,NoAnswer Count,Original Correct,Error Count
1,100.0,10/10,0,1,0
2,70.0,7/10,0,1,0
3,20.0,2/10,1,0,0
4,90.0,9/10,0,1,0
6,100.0,10/10,0,1,0
8,100.0,10/10,0,1,0
9,30.0,3/10,0,1,0
10,70.0,7/10,0,1,0
11,50.0,5/10,0,1,0
12,100.0,10/10,0,1,0
13,10.0,1/10,3,1,0
14,60.0,6/10,0,1,0
15,20.0,2/10,1,0,0
16,80.0,8/10,1,1,0
17,90.0,9/10,0,1,0
18,0.0,0/10,1,0,0
19,100.0,10/10,0,1,0
20,70.0,7/10,2,1,0
21,90.0,9/10,0,1,0
22,30.0,3/10,2,1,0
23,100.0,10/10,0,1,0
24,20.0,2/10,4,0,0
25,90.0,9/10,0,1,0
26,40.0,4/10,3,0,0
27,20.0,2/10,1,1,0
28,60.0,6/10,1,0,0
29,100.0,10/10,0,1,0
30,30.0,3/10,4,0,0
31,100.0,10/10,0,1,0
32,80.0,8/10,1,1,0
34,50.0,5/10,2,0,0
35,60.0,6/10,2,0,0
36,90.0,9/10,0,1,0
37,40.0,4/10,0,1,0
38,50.0,5/10,3,1,0
39,80.0,8/10,0,0,0
40,20.0,2/10,0,0,0
41,90.0,9/10,1,1,0
42,100.0,10/10,0,1,0
45,0.0,0/10,8,0,0
46,100.0,10/10,0,1,0
47,100.0,10/10,0,1,0
48,50.0,5/10,2,1,0
49,10.0,1/10,3,0,0
50,60.0,6/10,0,1,0
51,40.0,4/10,1,0,0
52,20.0,2/10,5,1,0
55,0.0,0/10,10,0,0
56,30.0,3/10,0,0,0
59,30.0,3/10,7,1,0
60,30.0,3/10,4,0,0
61,10.0,1/10,2,0,0
63,20.0,2/10,4,0,0
64,100.0,10/10,0,1,0
65,100.0,10/10,0,1,0
66,30.0,3/10,6,0,0
67,50.0,5/10,1,0,0
69,30.0,3/10,5,0,0
70,40.0,4/10,2,1,0
71,30.0,3/10,1,0,0
72,60.0,6/10,0,0,0
74,40.0,4/10,0,0,0
75,60.0,6/10,0,1,0
76,70.0,7/10,2,0,0
77,30.0,3/10,1,1,0
79,60.0,6/10,1,0,0
80,100.0,10/10,0,1,0
