instance,correct_rate,no_answer_count,total_questions,correct_count,error_count,correct_over_total,Atmospheric Dynamics,Atmospheric Physics,Geophysics,Hydrology,Physical Oceanography
1,85.07,0,67,57,0,57/67,83.78,78.57,100.0,80.0,100.0
10,80.6,0,67,54,0,54/67,81.08,71.43,85.71,100.0,75.0
2,85.07,0,67,57,0,57/67,83.78,92.86,100.0,80.0,50.0
3,79.1,0,67,53,3,53/67,70.27,100.0,71.43,100.0,75.0
4,82.09,0,67,55,3,55/67,67.57,100.0,100.0,100.0,100.0
5,79.1,0,67,53,3,53/67,67.57,100.0,85.71,100.0,75.0
6,77.61,0,67,52,3,52/67,67.57,92.86,71.43,100.0,100.0
7,88.06,0,67,59,0,59/67,83.78,100.0,85.71,100.0,75.0
8,86.57,0,67,58,0,58/67,83.78,92.86,100.0,80.0,75.0
9,85.07,0,67,57,0,57/67,78.38,100.0,100.0,80.0,75.0
