Question Template,Accuracy (%),Correct/Total,NoAnswer Count,Original Correct,Error Count
1,100.0,10/10,0,1,0
2,50.0,5/10,5,1,5
3,80.0,8/10,0,1,0
4,100.0,10/10,0,1,0
6,100.0,10/10,0,1,0
8,100.0,10/10,0,1,0
9,60.0,6/10,0,1,0
10,90.0,9/10,0,1,0
11,90.0,9/10,0,1,0
12,100.0,10/10,0,1,0
13,90.0,9/10,0,1,0
14,40.0,4/10,5,1,5
15,80.0,8/10,0,1,0
16,100.0,10/10,0,1,0
17,100.0,10/10,0,1,0
18,50.0,5/10,0,0,0
19,100.0,10/10,0,1,0
20,90.0,9/10,0,1,0
21,90.0,9/10,0,1,0
22,70.0,7/10,0,1,0
23,80.0,8/10,0,0,0
24,40.0,4/10,0,0,0
25,90.0,9/10,0,1,0
26,90.0,9/10,0,1,0
27,70.0,7/10,0,1,0
28,90.0,9/10,0,0,0
29,100.0,10/10,0,1,0
30,60.0,6/10,0,1,0
31,100.0,10/10,0,1,0
32,100.0,10/10,0,1,0
34,100.0,10/10,0,1,0
35,100.0,10/10,0,1,0
36,50.0,5/10,5,1,5
37,60.0,6/10,0,1,0
38,60.0,6/10,4,1,4
39,0.0,0/10,10,0,10
40,90.0,9/10,1,0,1
41,70.0,7/10,3,1,3
42,50.0,5/10,5,0,5
45,0.0,0/10,10,0,10
46,80.0,8/10,2,1,2
47,80.0,8/10,2,1,1
48,0.0,0/10,10,0,10
49,10.0,1/10,9,0,9
50,40.0,4/10,5,1,5
51,0.0,0/10,10,0,10
52,0.0,0/10,10,0,10
55,0.0,0/10,10,0,10
56,0.0,0/10,10,0,10
59,0.0,0/10,10,0,10
60,0.0,0/10,10,0,10
61,20.0,2/10,8,1,8
63,0.0,0/10,10,0,10
64,30.0,3/10,7,0,7
65,90.0,9/10,1,1,0
66,20.0,2/10,8,1,8
67,0.0,0/10,10,0,10
69,0.0,0/10,10,0,10
70,0.0,0/10,10,0,10
71,0.0,0/10,10,0,10
72,0.0,0/10,10,0,10
74,0.0,0/10,10,0,10
75,0.0,0/10,10,0,10
76,0.0,0/10,10,0,10
77,30.0,3/10,2,0,2
79,70.0,7/10,0,0,0
80,90.0,9/10,0,1,0
