Question Template,Accuracy (%),Correct/Total,NoAnswer Count,Original Correct,Error Count
1,100.0,40/40,0,1,0
2,85.0,34/40,0,1,0
3,70.0,28/40,0,1,0
4,85.0,34/40,0,1,0
6,100.0,40/40,0,1,0
8,100.0,40/40,0,1,0
9,40.0,16/40,0,1,0
10,77.5,31/40,0,1,0
11,70.0,28/40,0,1,0
12,100.0,40/40,0,1,0
13,62.5,25/40,3,1,0
14,50.0,20/40,0,1,0
15,52.5,21/40,0,0,0
16,95.0,38/40,0,1,0
17,100.0,40/40,0,1,0
18,25.0,10/40,0,1,0
19,90.0,36/40,0,1,0
20,75.0,30/40,0,1,0
21,45.0,18/40,0,1,0
22,27.5,11/40,0,0,0
23,90.0,36/40,0,1,0
24,37.5,15/40,0,0,0
25,100.0,40/40,0,1,0
26,92.5,37/40,1,1,0
27,60.0,24/40,1,1,0
28,92.5,37/40,0,0,0
29,92.5,37/40,0,1,0
30,25.0,10/40,0,0,0
31,100.0,40/40,0,1,0
32,97.5,39/40,0,1,0
34,77.5,31/40,0,1,0
35,75.0,30/40,0,1,0
36,100.0,40/40,0,1,0
37,40.0,16/40,0,1,0
38,85.0,34/40,0,0,0
39,92.5,37/40,0,1,0
40,30.0,12/40,0,1,0
41,97.5,39/40,0,1,0
42,100.0,40/40,0,1,0
45,32.5,13/40,0,1,0
46,100.0,40/40,0,1,0
47,90.0,36/40,0,1,0
48,82.5,33/40,0,1,0
49,52.5,21/40,2,0,0
50,77.5,31/40,0,1,0
51,45.0,18/40,0,1,0
52,62.5,25/40,0,1,0
55,57.5,23/40,1,1,0
56,35.0,14/40,0,0,0
59,90.0,36/40,1,0,0
60,35.0,14/40,0,0,0
61,12.5,5/40,1,0,0
63,42.5,17/40,0,1,0
64,97.5,39/40,0,1,0
65,97.5,39/40,0,1,0
66,85.0,34/40,0,1,0
67,27.5,11/40,0,0,0
69,90.0,36/40,0,1,0
70,47.5,19/40,0,1,0
71,60.0,24/40,0,0,0
72,57.5,23/40,0,1,0
74,22.5,9/40,0,0,0
75,60.0,24/40,0,1,0
76,82.5,33/40,0,1,0
77,50.0,20/40,0,1,0
79,92.5,37/40,0,1,0
80,100.0,40/40,0,1,0
