id,seed,type,generation_method,variables,question,answer,options,options_text,correct_option,options_types_str
q1_1,221,Hydrology,Original,"{'f0': 8.0, 'fc': 0.5, 'k': 0.4, 't1': 2.0, 't2': 5.0}","The initial rate of infiltration of a watershed is estimated as 8.0 cm/hr, the final capacity is 0.5 cm/hr, and the time constant, k is 0.4 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=2.0 hr and t=5.0 hr;

(2) The total volume of infiltration between t=2.0 hr and t=5.0 hr.
        ","(1): 3.87 cm/hr,
1.515 cm/hr,
(2): 7.387 cm","[""(1): 3.32 cm/hr,\n2.524 cm/hr,\n(2): 4.354 cm"", ""(1): 3.87 cm/hr,\n1.515 cm/hr,\n(2): 7.387 cm"", ""(1): 10.301 cm/hr,\n7.973 cm/hr,\n(2): 43.502 cm"", ""(1): 5.0 cm/hr,\n4.916 cm/hr,\n(2): -7.489 cm""]","A. (1): 3.32 cm/hr,
2.524 cm/hr,
(2): 4.354 cm
B. (1): 3.87 cm/hr,
1.515 cm/hr,
(2): 7.387 cm
C. (1): 10.301 cm/hr,
7.973 cm/hr,
(2): 43.502 cm
D. (1): 5.0 cm/hr,
4.916 cm/hr,
(2): -7.489 cm
",B,correct_answer: B | diffused_answer: D | confused_answer: A | random_answer: C
q1_2,1144,Hydrology,Symbolic Extension,"{'f0': 14.3, 'fc': 0.9, 'k': 0.06, 't1': 0.5, 't2': 5.6}","The initial rate of infiltration of a watershed is estimated as 14.3 cm/hr, the final capacity is 0.9 cm/hr, and the time constant, k is 0.06 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=0.5 hr and t=5.6 hr;

(2) The total volume of infiltration between t=0.5 hr and t=5.6 hr.
        ","(1): 13.904 cm/hr,
10.476 cm/hr,
(2): 61.724 cm","[""(1): 13.904 cm/hr,\n10.476 cm/hr,\n(2): 61.724 cm"", ""(1): 13.429 cm/hr,\n10.861 cm/hr,\n(2): 52.589 cm"", ""(1): 9.14 cm/hr,\n0.152 cm/hr,\n(2): 10.292 cm"", ""(1): 4.64 cm/hr,\n2.85 cm/hr,\n(2): 24.166 cm""]","A. (1): 13.904 cm/hr,
10.476 cm/hr,
(2): 61.724 cm
B. (1): 13.429 cm/hr,
10.861 cm/hr,
(2): 52.589 cm
C. (1): 9.14 cm/hr,
0.152 cm/hr,
(2): 10.292 cm
D. (1): 4.64 cm/hr,
2.85 cm/hr,
(2): 24.166 cm
",A,correct_answer: A | diffused_answer: C | confused_answer: B | random_answer: D
q1_3,1170,Hydrology,Symbolic Extension,"{'f0': 1.2, 'fc': 1.1, 'k': 0.18, 't1': 2.9, 't2': 5.5}","The initial rate of infiltration of a watershed is estimated as 1.2 cm/hr, the final capacity is 1.1 cm/hr, and the time constant, k is 0.18 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=2.9 hr and t=5.5 hr;

(2) The total volume of infiltration between t=2.9 hr and t=5.5 hr.
        ","(1): 1.159 cm/hr,
1.137 cm/hr,
(2): 2.983 cm","[""(1): 0.186 cm/hr,\n0.184 cm/hr,\n(2): 0.018 cm"", ""(1): 0.12 cm/hr,\n0.12 cm/hr,\n(2): 0.031 cm"", ""(1): 2.317 cm/hr,\n2.122 cm/hr,\n(2): 1.773 cm"", ""(1): 1.159 cm/hr,\n1.137 cm/hr,\n(2): 2.983 cm""]","A. (1): 0.186 cm/hr,
0.184 cm/hr,
(2): 0.018 cm
B. (1): 0.12 cm/hr,
0.12 cm/hr,
(2): 0.031 cm
C. (1): 2.317 cm/hr,
2.122 cm/hr,
(2): 1.773 cm
D. (1): 1.159 cm/hr,
1.137 cm/hr,
(2): 2.983 cm
",D,correct_answer: D | diffused_answer: A | confused_answer: B | random_answer: C
q1_4,1198,Hydrology,Symbolic Extension,"{'f0': 8.2, 'fc': 4.0, 'k': 0.49, 't1': 2.0, 't2': 7.0}","The initial rate of infiltration of a watershed is estimated as 8.2 cm/hr, the final capacity is 4.0 cm/hr, and the time constant, k is 0.49 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=2.0 hr and t=7.0 hr;

(2) The total volume of infiltration between t=2.0 hr and t=7.0 hr.
        ","(1): 5.576 cm/hr,
4.136 cm/hr,
(2): 22.939 cm","[""(1): 5.576 cm/hr,\n4.136 cm/hr,\n(2): 22.939 cm"", ""(1): 4.0 cm/hr,\n4.054 cm/hr,\n(2): -6.047 cm"", ""(1): 3.376 cm/hr,\n3.358 cm/hr,\n(2): 0.673 cm"", ""(1): 7.115 cm/hr,\n4.269 cm/hr,\n(2): 25.809 cm""]","A. (1): 5.576 cm/hr,
4.136 cm/hr,
(2): 22.939 cm
B. (1): 4.0 cm/hr,
4.054 cm/hr,
(2): -6.047 cm
C. (1): 3.376 cm/hr,
3.358 cm/hr,
(2): 0.673 cm
D. (1): 7.115 cm/hr,
4.269 cm/hr,
(2): 25.809 cm
",A,correct_answer: A | diffused_answer: B | confused_answer: D | random_answer: C
q1_5,1228,Hydrology,Symbolic Extension,"{'f0': 3.2, 'fc': 2.1, 'k': 0.23, 't1': 4.6, 't2': 5.3}","The initial rate of infiltration of a watershed is estimated as 3.2 cm/hr, the final capacity is 2.1 cm/hr, and the time constant, k is 0.23 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=4.6 hr and t=5.3 hr;

(2) The total volume of infiltration between t=4.6 hr and t=5.3 hr.
        ","(1): 2.482 cm/hr,
2.425 cm/hr,
(2): 1.717 cm","[""(1): 0.319 cm/hr,\n0.319 cm/hr,\n(2): 0.022 cm"", ""(1): 3.897 cm/hr,\n3.899 cm/hr,\n(2): 7.797 cm"", ""(1): 2.839 cm/hr,\n2.1 cm/hr,\n(2): 6.376 cm"", ""(1): 2.482 cm/hr,\n2.425 cm/hr,\n(2): 1.717 cm""]","A. (1): 0.319 cm/hr,
0.319 cm/hr,
(2): 0.022 cm
B. (1): 3.897 cm/hr,
3.899 cm/hr,
(2): 7.797 cm
C. (1): 2.839 cm/hr,
2.1 cm/hr,
(2): 6.376 cm
D. (1): 2.482 cm/hr,
2.425 cm/hr,
(2): 1.717 cm
",D,correct_answer: D | diffused_answer: C | confused_answer: A | random_answer: B
q1_6,1260,Hydrology,Symbolic Extension,"{'f0': 2.4, 'fc': 1.0, 'k': 0.42, 't1': 5.5, 't2': 6.3}","The initial rate of infiltration of a watershed is estimated as 2.4 cm/hr, the final capacity is 1.0 cm/hr, and the time constant, k is 0.42 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=5.5 hr and t=6.3 hr;

(2) The total volume of infiltration between t=5.5 hr and t=6.3 hr.
        ","(1): 1.139 cm/hr,
1.099 cm/hr,
(2): 0.894 cm","[""(1): 0.237 cm/hr,\n0.236 cm/hr,\n(2): 0.019 cm"", ""(1): 0.444 cm/hr,\n0.42 cm/hr,\n(2): 0.592 cm"", ""(1): 4.901 cm/hr,\n3.106 cm/hr,\n(2): 24.564 cm"", ""(1): 1.139 cm/hr,\n1.099 cm/hr,\n(2): 0.894 cm""]","A. (1): 0.237 cm/hr,
0.236 cm/hr,
(2): 0.019 cm
B. (1): 0.444 cm/hr,
0.42 cm/hr,
(2): 0.592 cm
C. (1): 4.901 cm/hr,
3.106 cm/hr,
(2): 24.564 cm
D. (1): 1.139 cm/hr,
1.099 cm/hr,
(2): 0.894 cm
",D,correct_answer: D | diffused_answer: B | confused_answer: A | random_answer: C
q1_7,1294,Hydrology,Symbolic Extension,"{'f0': 9.3, 'fc': 3.8, 'k': 0.3, 't1': 0.4, 't2': 9.0}","The initial rate of infiltration of a watershed is estimated as 9.3 cm/hr, the final capacity is 3.8 cm/hr, and the time constant, k is 0.3 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=0.4 hr and t=9.0 hr;

(2) The total volume of infiltration between t=0.4 hr and t=9.0 hr.
        ","(1): 8.678 cm/hr,
4.17 cm/hr,
(2): 47.708 cm","[""(1): 9.0 cm/hr,\n8.472 cm/hr,\n(2): -31.443 cm"", ""(1): 8.678 cm/hr,\n4.17 cm/hr,\n(2): 47.708 cm"", ""(1): 1.814 cm/hr,\n1.604 cm/hr,\n(2): 7.266 cm"", ""(1): 8.707 cm/hr,\n5.942 cm/hr,\n(2): 57.097 cm""]","A. (1): 9.0 cm/hr,
8.472 cm/hr,
(2): -31.443 cm
B. (1): 8.678 cm/hr,
4.17 cm/hr,
(2): 47.708 cm
C. (1): 1.814 cm/hr,
1.604 cm/hr,
(2): 7.266 cm
D. (1): 8.707 cm/hr,
5.942 cm/hr,
(2): 57.097 cm
",B,correct_answer: B | diffused_answer: A | confused_answer: D | random_answer: C
q1_8,1330,Hydrology,Symbolic Extension,"{'f0': 9.0, 'fc': 1.6, 'k': 0.21, 't1': 1.4, 't2': 6.2}","The initial rate of infiltration of a watershed is estimated as 9.0 cm/hr, the final capacity is 1.6 cm/hr, and the time constant, k is 0.21 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=1.4 hr and t=6.2 hr;

(2) The total volume of infiltration between t=1.4 hr and t=6.2 hr.
        ","(1): 7.115 cm/hr,
3.613 cm/hr,
(2): 24.358 cm","[""(1): 6.2 cm/hr,\n5.475 cm/hr,\n(2): -8.537 cm"", ""(1): 2.354 cm/hr,\n2.053 cm/hr,\n(2): 5.898 cm"", ""(1): 7.115 cm/hr,\n3.613 cm/hr,\n(2): 24.358 cm"", ""(1): 8.128 cm/hr,\n2.993 cm/hr,\n(2): 33.583 cm""]","A. (1): 6.2 cm/hr,
5.475 cm/hr,
(2): -8.537 cm
B. (1): 2.354 cm/hr,
2.053 cm/hr,
(2): 5.898 cm
C. (1): 7.115 cm/hr,
3.613 cm/hr,
(2): 24.358 cm
D. (1): 8.128 cm/hr,
2.993 cm/hr,
(2): 33.583 cm
",C,correct_answer: C | diffused_answer: A | confused_answer: D | random_answer: B
q1_9,1368,Hydrology,Symbolic Extension,"{'f0': 18.5, 'fc': 4.3, 'k': 0.7, 't1': 7.1, 't2': 7.4}","The initial rate of infiltration of a watershed is estimated as 18.5 cm/hr, the final capacity is 4.3 cm/hr, and the time constant, k is 0.7 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=7.1 hr and t=7.4 hr;

(2) The total volume of infiltration between t=7.1 hr and t=7.4 hr.
        ","(1): 4.399 cm/hr,
4.38 cm/hr,
(2): 1.317 cm","[""(1): 5.543 cm/hr,\n5.177 cm/hr,\n(2): 9.634 cm"", ""(1): 4.199 cm/hr,\n4.095 cm/hr,\n(2): 0.622 cm"", ""(1): 4.399 cm/hr,\n4.38 cm/hr,\n(2): 1.317 cm"", ""(1): 18.436 cm/hr,\n17.938 cm/hr,\n(2): -56.639 cm""]","A. (1): 5.543 cm/hr,
5.177 cm/hr,
(2): 9.634 cm
B. (1): 4.199 cm/hr,
4.095 cm/hr,
(2): 0.622 cm
C. (1): 4.399 cm/hr,
4.38 cm/hr,
(2): 1.317 cm
D. (1): 18.436 cm/hr,
17.938 cm/hr,
(2): -56.639 cm
",C,correct_answer: C | diffused_answer: D | confused_answer: B | random_answer: A
q1_10,13108,Hydrology,Symbolic Extension,"{'f0': 0.2, 'fc': 4.6, 'k': 0.89, 't1': 2.4, 't2': 8.8}","The initial rate of infiltration of a watershed is estimated as 0.2 cm/hr, the final capacity is 4.6 cm/hr, and the time constant, k is 0.89 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=2.4 hr and t=8.8 hr;

(2) The total volume of infiltration between t=2.4 hr and t=8.8 hr.
        ","(1): 4.08 cm/hr,
4.598 cm/hr,
(2): 28.858 cm","[""(1): 0.72 cm/hr,\n0.202 cm/hr,\n(2): 1.862 cm"", ""(1): 4.08 cm/hr,\n4.598 cm/hr,\n(2): 28.858 cm"", ""(1): 10.165 cm/hr,\n11.5 cm/hr,\n(2): 223.9 cm"", ""(1): 4.02 cm/hr,\n3.828 cm/hr,\n(2): 0.392 cm""]","A. (1): 0.72 cm/hr,
0.202 cm/hr,
(2): 1.862 cm
B. (1): 4.08 cm/hr,
4.598 cm/hr,
(2): 28.858 cm
C. (1): 10.165 cm/hr,
11.5 cm/hr,
(2): 223.9 cm
D. (1): 4.02 cm/hr,
3.828 cm/hr,
(2): 0.392 cm
",B,correct_answer: B | diffused_answer: A | confused_answer: C | random_answer: D
