id,seed,type,generation_method,variables,question,answer,options,options_text,correct_option,options_types_str
q1_1,221,Hydrology,Original,"{'f0': 8.0, 'fc': 0.5, 'k': 0.4, 't1': 2.0, 't2': 5.0}","The initial rate of infiltration of a watershed is estimated as 8.0 cm/hr, the final capacity is 0.5 cm/hr, and the time constant, k is 0.4 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=2.0 hr and t=5.0 hr;

(2) The total volume of infiltration between t=2.0 hr and t=5.0 hr.
        ","(1): 3.87 cm/hr,
1.515 cm/hr,
(2): 7.387 cm","[""(1): 3.32 cm/hr,\n2.524 cm/hr,\n(2): 4.354 cm"", ""(1): 3.87 cm/hr,\n1.515 cm/hr,\n(2): 7.387 cm"", ""(1): 15.853 cm/hr,\n10.505 cm/hr,\n(2): 77.48 cm"", ""(1): 5.0 cm/hr,\n4.916 cm/hr,\n(2): -7.489 cm""]","A. (1): 3.32 cm/hr,
2.524 cm/hr,
(2): 4.354 cm
B. (1): 3.87 cm/hr,
1.515 cm/hr,
(2): 7.387 cm
C. (1): 15.853 cm/hr,
10.505 cm/hr,
(2): 77.48 cm
D. (1): 5.0 cm/hr,
4.916 cm/hr,
(2): -7.489 cm
",B,correct_answer: B | diffused_answer: D | confused_answer: A | random_answer: C
q1_2,1144,Hydrology,Symbolic Extension,"{'f0': 20, 'fc': 4, 'k': 0.8, 't1': 3.0, 't2': 9.0}","The initial rate of infiltration of a watershed is estimated as 20 cm/hr, the final capacity is 4 cm/hr, and the time constant, k is 0.8 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=3.0 hr and t=9.0 hr;

(2) The total volume of infiltration between t=3.0 hr and t=9.0 hr.
        ","(1): 5.451 cm/hr,
4.012 cm/hr,
(2): 25.799 cm","[""(1): 5.451 cm/hr,\n4.012 cm/hr,\n(2): 25.799 cm"", ""(1): 10.025 cm/hr,\n10.007 cm/hr,\n(2): 15.022 cm"", ""(1): 0.8 cm/hr,\n0.8 cm/hr,\n(2): 4.8 cm"", ""(1): 5.807 cm/hr,\n4.245 cm/hr,\n(2): 23.906 cm""]","A. (1): 5.451 cm/hr,
4.012 cm/hr,
(2): 25.799 cm
B. (1): 10.025 cm/hr,
10.007 cm/hr,
(2): 15.022 cm
C. (1): 0.8 cm/hr,
0.8 cm/hr,
(2): 4.8 cm
D. (1): 5.807 cm/hr,
4.245 cm/hr,
(2): 23.906 cm
",A,correct_answer: A | diffused_answer: C | confused_answer: B | random_answer: D
q1_3,1170,Hydrology,Symbolic Extension,"{'f0': 10, 'fc': 2, 'k': 0.3, 't1': 4.0, 't2': 7.0}","The initial rate of infiltration of a watershed is estimated as 10 cm/hr, the final capacity is 2 cm/hr, and the time constant, k is 0.3 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=4.0 hr and t=7.0 hr;

(2) The total volume of infiltration between t=4.0 hr and t=7.0 hr.
        ","(1): 4.41 cm/hr,
2.98 cm/hr,
(2): 10.766 cm","[""(1): 0.3 cm/hr,\n0.3 cm/hr,\n(2): 2.4 cm"", ""(1): 0.99 cm/hr,\n0.983 cm/hr,\n(2): 0.296 cm"", ""(1): 13.232 cm/hr,\n7.03 cm/hr,\n(2): 66.011 cm"", ""(1): 4.41 cm/hr,\n2.98 cm/hr,\n(2): 10.766 cm""]","A. (1): 0.3 cm/hr,
0.3 cm/hr,
(2): 2.4 cm
B. (1): 0.99 cm/hr,
0.983 cm/hr,
(2): 0.296 cm
C. (1): 13.232 cm/hr,
7.03 cm/hr,
(2): 66.011 cm
D. (1): 4.41 cm/hr,
2.98 cm/hr,
(2): 10.766 cm
",D,correct_answer: D | diffused_answer: A | confused_answer: B | random_answer: C
q1_4,1198,Hydrology,Symbolic Extension,"{'f0': 20, 'fc': 5, 'k': 0.7, 't1': 3.0, 't2': 9.0}","The initial rate of infiltration of a watershed is estimated as 20 cm/hr, the final capacity is 5 cm/hr, and the time constant, k is 0.7 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=3.0 hr and t=9.0 hr;

(2) The total volume of infiltration between t=3.0 hr and t=9.0 hr.
        ","(1): 6.837 cm/hr,
5.028 cm/hr,
(2): 32.585 cm","[""(1): 6.837 cm/hr,\n5.028 cm/hr,\n(2): 32.585 cm"", ""(1): 5.0 cm/hr,\n5.0 cm/hr,\n(2): -11.5 cm"", ""(1): 12.524 cm/hr,\n1.211 cm/hr,\n(2): 30.626 cm"", ""(1): 8.061 cm/hr,\n5.046 cm/hr,\n(2): 34.308 cm""]","A. (1): 6.837 cm/hr,
5.028 cm/hr,
(2): 32.585 cm
B. (1): 5.0 cm/hr,
5.0 cm/hr,
(2): -11.5 cm
C. (1): 12.524 cm/hr,
1.211 cm/hr,
(2): 30.626 cm
D. (1): 8.061 cm/hr,
5.046 cm/hr,
(2): 34.308 cm
",A,correct_answer: A | diffused_answer: B | confused_answer: D | random_answer: C
q1_5,1228,Hydrology,Symbolic Extension,"{'f0': 10, 'fc': 3, 'k': 0.3, 't1': 6.0, 't2': 7.0}","The initial rate of infiltration of a watershed is estimated as 10 cm/hr, the final capacity is 3 cm/hr, and the time constant, k is 0.3 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=6.0 hr and t=7.0 hr;

(2) The total volume of infiltration between t=6.0 hr and t=7.0 hr.
        ","(1): 4.157 cm/hr,
3.857 cm/hr,
(2): 4.0 cm","[""(1): 0.988 cm/hr,\n0.985 cm/hr,\n(2): 0.099 cm"", ""(1): 6.145 cm/hr,\n3.012 cm/hr,\n(2): 24.917 cm"", ""(1): 3.367 cm/hr,\n3.0 cm/hr,\n(2): 29.152 cm"", ""(1): 4.157 cm/hr,\n3.857 cm/hr,\n(2): 4.0 cm""]","A. (1): 0.988 cm/hr,
0.985 cm/hr,
(2): 0.099 cm
B. (1): 6.145 cm/hr,
3.012 cm/hr,
(2): 24.917 cm
C. (1): 3.367 cm/hr,
3.0 cm/hr,
(2): 29.152 cm
D. (1): 4.157 cm/hr,
3.857 cm/hr,
(2): 4.0 cm
",D,correct_answer: D | diffused_answer: C | confused_answer: A | random_answer: B
q1_6,1260,Hydrology,Symbolic Extension,"{'f0': 10, 'fc': 2, 'k': 0.6, 't1': 7.0, 't2': 8.0}","The initial rate of infiltration of a watershed is estimated as 10 cm/hr, the final capacity is 2 cm/hr, and the time constant, k is 0.6 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=7.0 hr and t=8.0 hr;

(2) The total volume of infiltration between t=7.0 hr and t=8.0 hr.
        ","(1): 2.12 cm/hr,
2.066 cm/hr,
(2): 2.09 cm","[""(1): 0.967 cm/hr,\n0.963 cm/hr,\n(2): 0.096 cm"", ""(1): 0.6 cm/hr,\n0.6 cm/hr,\n(2): 4.8 cm"", ""(1): 6.165 cm/hr,\n4.002 cm/hr,\n(2): 30.163 cm"", ""(1): 2.12 cm/hr,\n2.066 cm/hr,\n(2): 2.09 cm""]","A. (1): 0.967 cm/hr,
0.963 cm/hr,
(2): 0.096 cm
B. (1): 0.6 cm/hr,
0.6 cm/hr,
(2): 4.8 cm
C. (1): 6.165 cm/hr,
4.002 cm/hr,
(2): 30.163 cm
D. (1): 2.12 cm/hr,
2.066 cm/hr,
(2): 2.09 cm
",D,correct_answer: D | diffused_answer: B | confused_answer: A | random_answer: C
q1_7,1294,Hydrology,Symbolic Extension,"{'f0': 20, 'fc': 5, 'k': 0.4, 't1': 1.0, 't2': 9.0}","The initial rate of infiltration of a watershed is estimated as 20 cm/hr, the final capacity is 5 cm/hr, and the time constant, k is 0.4 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=1.0 hr and t=9.0 hr;

(2) The total volume of infiltration between t=1.0 hr and t=9.0 hr.
        ","(1): 15.055 cm/hr,
5.41 cm/hr,
(2): 64.112 cm","[""(1): 9.0 cm/hr,\n8.997 cm/hr,\n(2): -41.4 cm"", ""(1): 15.055 cm/hr,\n5.41 cm/hr,\n(2): 64.112 cm"", ""(1): 8.186 cm/hr,\n5.108 cm/hr,\n(2): 19.258 cm"", ""(1): 14.36 cm/hr,\n7.842 cm/hr,\n(2): 72.546 cm""]","A. (1): 9.0 cm/hr,
8.997 cm/hr,
(2): -41.4 cm
B. (1): 15.055 cm/hr,
5.41 cm/hr,
(2): 64.112 cm
C. (1): 8.186 cm/hr,
5.108 cm/hr,
(2): 19.258 cm
D. (1): 14.36 cm/hr,
7.842 cm/hr,
(2): 72.546 cm
",B,correct_answer: B | diffused_answer: A | confused_answer: D | random_answer: C
q1_8,1330,Hydrology,Symbolic Extension,"{'f0': 20, 'fc': 2, 'k': 0.3, 't1': 2.0, 't2': 8.0}","The initial rate of infiltration of a watershed is estimated as 20 cm/hr, the final capacity is 2 cm/hr, and the time constant, k is 0.3 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=2.0 hr and t=8.0 hr;

(2) The total volume of infiltration between t=2.0 hr and t=8.0 hr.
        ","(1): 11.879 cm/hr,
3.633 cm/hr,
(2): 39.486 cm","[""(1): 8.0 cm/hr,\n7.985 cm/hr,\n(2): -13.599 cm"", ""(1): 11.74 cm/hr,\n10.518 cm/hr,\n(2): 11.109 cm"", ""(1): 11.879 cm/hr,\n3.633 cm/hr,\n(2): 39.486 cm"", ""(1): 9.999 cm/hr,\n3.122 cm/hr,\n(2): 42.283 cm""]","A. (1): 8.0 cm/hr,
7.985 cm/hr,
(2): -13.599 cm
B. (1): 11.74 cm/hr,
10.518 cm/hr,
(2): 11.109 cm
C. (1): 11.879 cm/hr,
3.633 cm/hr,
(2): 39.486 cm
D. (1): 9.999 cm/hr,
3.122 cm/hr,
(2): 42.283 cm
",C,correct_answer: C | diffused_answer: A | confused_answer: D | random_answer: B
q1_9,1368,Hydrology,Symbolic Extension,"{'f0': 20, 'fc': 4, 'k': 0.5, 't1': 2.0, 't2': 3.0}","The initial rate of infiltration of a watershed is estimated as 20 cm/hr, the final capacity is 4 cm/hr, and the time constant, k is 0.5 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=2.0 hr and t=3.0 hr;

(2) The total volume of infiltration between t=2.0 hr and t=3.0 hr.
        ","(1): 9.886 cm/hr,
7.57 cm/hr,
(2): 8.632 cm","[""(1): 4.493 cm/hr,\n4.04 cm/hr,\n(2): 20.904 cm"", ""(1): 8.23 cm/hr,\n7.498 cm/hr,\n(2): 3.928 cm"", ""(1): 9.886 cm/hr,\n7.57 cm/hr,\n(2): 8.632 cm"", ""(1): 15.984 cm/hr,\n17.564 cm/hr,\n(2): 16.839 cm""]","A. (1): 4.493 cm/hr,
4.04 cm/hr,
(2): 20.904 cm
B. (1): 8.23 cm/hr,
7.498 cm/hr,
(2): 3.928 cm
C. (1): 9.886 cm/hr,
7.57 cm/hr,
(2): 8.632 cm
D. (1): 15.984 cm/hr,
17.564 cm/hr,
(2): 16.839 cm
",C,correct_answer: C | diffused_answer: D | confused_answer: B | random_answer: A
q1_10,13108,Hydrology,Symbolic Extension,"{'f0': 10, 'fc': 5, 'k': 0.5, 't1': 8.0, 't2': 10.0}","The initial rate of infiltration of a watershed is estimated as 10 cm/hr, the final capacity is 5 cm/hr, and the time constant, k is 0.5 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=8.0 hr and t=10.0 hr;

(2) The total volume of infiltration between t=8.0 hr and t=10.0 hr.
        ","(1): 5.092 cm/hr,
5.034 cm/hr,
(2): 10.116 cm","[""(1): 9.908 cm/hr,\n9.966 cm/hr,\n(2): 19.884 cm"", ""(1): 5.092 cm/hr,\n5.034 cm/hr,\n(2): 10.116 cm"", ""(1): 12.454 cm/hr,\n12.5 cm/hr,\n(2): 212.408 cm"", ""(1): 5.253 cm/hr,\n3.322 cm/hr,\n(2): 4.145 cm""]","A. (1): 9.908 cm/hr,
9.966 cm/hr,
(2): 19.884 cm
B. (1): 5.092 cm/hr,
5.034 cm/hr,
(2): 10.116 cm
C. (1): 12.454 cm/hr,
12.5 cm/hr,
(2): 212.408 cm
D. (1): 5.253 cm/hr,
3.322 cm/hr,
(2): 4.145 cm
",B,correct_answer: B | diffused_answer: A | confused_answer: C | random_answer: D
