Question Template,Accuracy (%),Correct/Total,NoAnswer Count,Original Correct,Error Count
1,100.0,10/10,0,1,0
2,100.0,10/10,0,1,0
3,80.0,8/10,0,1,0
4,70.0,7/10,0,1,0
6,100.0,10/10,0,1,0
8,90.0,9/10,0,1,0
9,20.0,2/10,0,0,0
10,80.0,8/10,0,1,0
11,90.0,9/10,0,1,0
12,100.0,10/10,0,1,0
13,70.0,7/10,0,1,0
14,70.0,7/10,0,0,0
15,50.0,5/10,1,0,0
16,100.0,10/10,0,1,0
17,100.0,10/10,0,1,0
18,30.0,3/10,0,0,0
19,100.0,10/10,0,1,0
20,100.0,10/10,0,1,0
21,90.0,9/10,0,0,0
22,50.0,5/10,0,1,0
23,100.0,10/10,0,1,0
24,30.0,3/10,0,0,0
25,100.0,10/10,0,1,0
26,90.0,9/10,0,0,0
27,70.0,7/10,0,1,0
28,100.0,10/10,0,1,0
29,90.0,9/10,0,1,0
30,40.0,4/10,0,1,0
31,100.0,10/10,0,1,0
32,100.0,10/10,0,1,0
34,90.0,9/10,0,1,0
35,100.0,10/10,0,1,0
36,90.0,9/10,0,1,0
37,60.0,6/10,0,1,0
38,90.0,9/10,0,1,0
39,100.0,10/10,0,1,0
40,90.0,9/10,0,0,0
41,100.0,10/10,0,1,0
42,100.0,10/10,0,1,0
45,60.0,6/10,0,1,0
46,90.0,9/10,0,1,0
47,100.0,10/10,0,1,0
48,90.0,9/10,0,1,0
49,100.0,10/10,0,1,0
50,50.0,5/10,5,1,5
51,10.0,1/10,0,0,0
52,40.0,4/10,0,1,0
55,90.0,9/10,0,1,0
56,50.0,5/10,5,1,5
59,100.0,10/10,0,1,0
60,10.0,1/10,0,0,0
61,40.0,4/10,0,0,0
63,40.0,4/10,0,0,0
64,100.0,10/10,0,1,0
65,50.0,5/10,5,0,5
66,100.0,10/10,0,1,0
67,20.0,2/10,0,0,0
69,100.0,10/10,0,1,0
70,50.0,5/10,0,0,0
71,40.0,4/10,5,0,5
72,60.0,6/10,0,1,0
74,30.0,3/10,0,0,0
75,10.0,1/10,0,0,0
76,70.0,7/10,0,0,0
77,60.0,6/10,0,1,0
79,90.0,9/10,0,1,0
80,40.0,4/10,5,0,5
