Question Template,Accuracy (%),Correct/Total,NoAnswer Count,Original Correct,Error Count
1,100.0,50/50,0,1,0
2,40.0,20/50,0,1,0
3,52.0,26/50,0,0,0
4,52.0,26/50,0,1,0
6,76.0,38/50,0,0,0
8,80.0,40/50,0,1,0
9,52.0,26/50,0,1,0
10,46.0,23/50,0,0,0
11,38.0,19/50,0,1,0
12,54.0,27/50,0,0,0
13,52.0,26/50,0,0,0
14,38.0,19/50,0,0,0
15,40.0,20/50,1,1,0
16,48.0,24/50,1,1,0
17,64.0,32/50,0,1,0
18,22.0,11/50,0,0,0
19,66.0,33/50,0,1,0
20,36.0,18/50,0,0,0
21,18.0,9/50,0,0,0
22,24.0,12/50,0,0,0
23,42.0,21/50,0,0,0
24,28.0,14/50,0,1,0
25,90.0,45/50,0,1,0
26,32.0,16/50,0,0,0
27,44.0,22/50,0,0,0
28,32.0,16/50,1,0,0
29,68.0,34/50,0,1,0
30,30.0,15/50,0,0,0
31,50.0,25/50,0,0,0
32,66.0,33/50,0,0,0
34,48.0,24/50,0,1,0
35,42.0,21/50,0,1,0
36,74.0,37/50,0,1,0
37,32.0,16/50,2,1,0
38,52.0,26/50,0,1,0
39,38.0,19/50,0,0,0
40,22.0,11/50,0,0,0
41,62.0,31/50,0,0,0
42,32.0,16/50,0,1,0
45,30.0,15/50,1,0,0
46,84.0,42/50,0,1,0
47,52.0,26/50,0,0,0
48,26.0,13/50,0,1,0
49,46.0,23/50,0,0,0
50,74.0,37/50,0,0,0
51,30.0,15/50,0,0,0
52,36.0,18/50,0,1,0
55,24.0,12/50,3,0,0
56,32.0,16/50,1,0,0
59,56.0,28/50,0,1,0
60,30.0,15/50,0,0,0
61,30.0,15/50,0,0,0
63,48.0,24/50,0,0,0
64,48.0,24/50,0,1,0
65,56.0,28/50,0,1,0
66,20.0,10/50,0,0,0
67,24.0,12/50,0,0,0
69,40.0,20/50,0,1,0
70,42.0,21/50,0,1,0
71,42.0,21/50,0,0,0
72,42.0,21/50,0,0,0
74,20.0,10/50,0,0,0
75,32.0,16/50,0,1,0
76,40.0,20/50,1,0,0
77,48.0,24/50,0,1,0
79,44.0,22/50,0,0,0
80,36.0,18/50,2,0,0
